pg_direccion,pg_nombre,pg_descripcion,pg_numero_de_publicaciones,pg_seguidores,pg_seguidos,ph_descripcion,ph_likes,ph_fecha,ph_url,ph_nombre,ph_atributos,ph_numerado
,,,,,,"Photo by @paoloverzone | A team of geneticists headed by Yehia Gad collects DNA sampling from the mummy of an unidentified boy in the tomb of Pharaoh Amenhotep II. A pioneer in the DNA analysis of ancient mummies, Gad is studying samples from King Tutankhamun and his extended family, looking for clues to their ancestral links and genetic maladies. Follow @paoloverzone for more images and stories. Read the full article in the link in bio.",154.234 Me gusta,2023-03-12T16:00:12.000Z,https://scontent-mad2-1.cdninstagram.com/v/t51.2885-15/334844988_110035618703752_8939120213057774530_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-mad2-1.cdninstagram.com&_nc_cat=1&_nc_ohc=rEFpNeIa3nkAX8K7uOe&edm=ACWDqb8BAAAA&ccb=7-5&ig_cache_key=MzA1Njk0OTU0OTA2MzE0Mzc0Mg%3D%3D.2-ccb7-5&oh=00_AfB2fpF78sySnw5sib9ogGF3CyT3ouPNNfFdIPhElE8IuQ&oe=641529C8&_nc_sid=1527a3,imagenpreuba10-1.jpg,"Photo by National Geographic on March 12, 2023.",10
,,,,,,"Photo by @kiliiiyuyan | A young guanaco—also known as a chulengo—greets its mother while tasting the air with its lips withdrawn. A South American relative of the camel, guanacos gestate for an entire year, then stay with their mother for another. That two-year commitment to its chulengo is one of the longest in the animal world and is a mother’s gift of survival to its offspring. Follow me, @kiliiiyuyan, for more love between the human-animal worlds.",97.836 Me gusta,2023-03-12T11:00:13.000Z,https://scontent-mad2-1.cdninstagram.com/v/t51.2885-15/334685495_232547309334243_8386556935825421049_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-mad2-1.cdninstagram.com&_nc_cat=1&_nc_ohc=6pw1RdxydnAAX-ozmJY&edm=ACWDqb8BAAAA&ccb=7-5&ig_cache_key=MzA1Njc5ODU3ODI1MzYwMjIyNg%3D%3D.2-ccb7-5&oh=00_AfDuvWmIYmbKe7osSAWIbWPRVa64snP57wv35hjNGBpang&oe=64166114&_nc_sid=1527a3,imagenpreuba11-1.jpg,"Photo by National Geographic on March 12, 2023. May be an image of animal and nature.",11
,,,,,,"Photo by @michaelchristopherbrown | Trekkers head back from a waterfall-soaked adventure inside Kahuzi-Biega National Park, located in the Democratic Republic of the Congo. Named for its two extinct volcanoes, the park is home to a population of 250 protected eastern lowland gorillas—believed to be the last remaining. Gorilla trekking is the prime draw at the park; the area also hosts a chimpanzee habituation program at Lwiro Sanctuary as well as bird watching activities. The park is home to over 349 species, with 42 endemic to the region. Follow me at @michaelchristopherbrown for more stories from around the world.",169.723 Me gusta,2023-03-12T01:00:11.000Z,https://scontent-mad2-1.cdninstagram.com/v/t51.2885-15/335745559_229639569426713_423829125021098829_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-mad2-1.cdninstagram.com&_nc_cat=1&_nc_ohc=zXWLmc8tG2AAX8Vnl-_&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=MzA1NjQ5NjU3NTQwNDY0Mjc4Mw%3D%3D.2-ccb7-5&oh=00_AfD2dFsvFa2kfwz3GycUNSm1CiTOTzmIVKDJBVQmkq-FsQ&oe=641574DE&_nc_sid=6136e7,imagenpreuba12-1.jpg,"Photo by National Geographic on March 11, 2023. May be an image of 6 people, waterfall and nature.",12
,,,,,,"Photo by @nadiashiracohen | When Phalla became a surrogate for a middle-class Chinese couple, she never imagined that the baby growing in her belly would be for keeps. Yet when the housing complex she lived in—run by the agency that placed her—was raided by police and she was arrested, along with 30 other surrogates, her life would change forever. Though there was no law on surrogacy in Cambodia, to discourage the practice it was treated as a form of human trafficking. The women were sentenced to raise, under supervision, the children they later bore. Phalla has come to love her daughter unconditionally as one of her own. For more on this story, please follow me @nadiashiracohen.",71.900 Me gusta,2023-03-11T20:00:13.000Z,https://scontent-mad2-1.cdninstagram.com/v/t51.2885-15/334617432_734563541676239_6091955322737173402_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-mad2-1.cdninstagram.com&_nc_cat=1&_nc_ohc=S4v5y37qLYUAX8swwF7&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=MzA1NjM0NTU4NzMxMTQwMjM3NA%3D%3D.2-ccb7-5&oh=00_AfCjmBKID2hwec7V1IuJ_0blnVrQ3_OMfYLYFT5g2GhJZg&oe=6415C7BA&_nc_sid=6136e7,imagenpreuba13-1.jpg,"Photo by National Geographic on March 11, 2023. May be an image of 1 person, standing, flower, tree and grass.",13
,,,,,,"Photo by @javier_aznar_photography | Escaping horseflies, a male South American tapir (Tapirus terrestris) known as Gonzalito crosses the Tiputini River in the Ecuadorian Amazon. Hunters captured Gonzalito as a baby, and Ecuador’s Ministry of Environment rescued and released him when he was an adult. Over three years, I was able to observe him in the wild during my visits to the community of Mandari in the Amazon. Unfortunately, Gonzalito died last year, killed during the pandemic under unknown circumstances. Follow @javier_aznar_photography for more stories from the jungle. #tapir #amazon #rainforest",94.772 Me gusta,2023-03-11T15:00:11.000Z,https://scontent-mad1-1.cdninstagram.com/v/t51.2885-15/332732562_6430719626937997_2035366096833088466_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-mad1-1.cdninstagram.com&_nc_cat=101&_nc_ohc=wvUUACF--RwAX8V9kGv&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=MzA1NjE5NDU3MzE2ODYxMzI3MA%3D%3D.2-ccb7-5&oh=00_AfAiXUK7pRfPoBYM3MMphX3Y5rmTeZKxk-LBQQwpUHzwyA&oe=6415D022&_nc_sid=6136e7,imagenpreuba14-1.jpg,"Photo by National Geographic on March 11, 2023. May be an image of animal and nature.",14
,,,,,,"Photo by @rubensalgadoescudero | Faustina Flores Carranza, 68, and Juan Astudillo Jesus, 65, sit in their solar-lit home in San Luis Acatlán, a town in Guerrero, Mexico. The couple of 50 years have seven children. Like many members of the Mextica Indigenous community, they live in rural areas outside the reach of electric grids. When I asked how solar has made a difference in their lives, Faustina answered, “For the first time, we are able to look at each other in the eyes in our moments of intimacy.” This photograph is part of Solar Portraits, a long-term project that addresses the lack of electricity access around the world and the positive impact that solar electricity systems are having in different communities. Follow me @rubensalgadoescudero to see the world through my lens. #solarportraits #solar #Mexico #solarpanels #solarpower",103.662 Me gusta,2023-03-11T12:00:22.000Z,https://scontent-mad2-1.cdninstagram.com/v/t51.2885-15/335618275_192901660031615_5548587929027980935_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-mad2-1.cdninstagram.com&_nc_cat=111&_nc_ohc=_ElpEZCVpjUAX9LdjL9&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=MzA1NjEwNDA2NjIwOTU4ODI0Ng%3D%3D.2-ccb7-5&oh=00_AfAUMs02bBMnizUe7MrZmy_5NvKBS8fe7OM8SoHKCSTIlA&oe=6416375C&_nc_sid=6136e7,imagenpreuba15-1.jpg,"Photo by National Geographic on March 11, 2023. May be an image of 2 people.",15
,,,,,,"Photo by @beverlyjoubert | There are plenty of hunting opportunities for a hungry lion in Botswana’s Okavango Delta … but finding them often involves a soggy trudge through the region’s famous swamplands. The lions here may have learned to navigate these inundated landscapes in search of prey, but venturing into the water is always a step outside of the comfort zone. With its sights set on a nearby lechwe–an antelope perfectly designed for the marshy life–this lion certainly has its work cut out. To see more of my work, follow me @beverlyjoubert. #bigcats #bigcatsofinstagram",123.082 Me gusta,2023-03-11T01:00:12.000Z,https://scontent-mad2-1.cdninstagram.com/v/t51.2885-15/335783708_1394031644744433_1101269257099175965_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-mad2-1.cdninstagram.com&_nc_cat=109&_nc_ohc=ar6kM_VmQ38AX9OKdaO&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=MzA1NTc3MTgwNzc0MzIzODA1MQ%3D%3D.2-ccb7-5&oh=00_AfC7JWlPN3m-lUyLsDyQFcrUtFgOqY5gFlmB9ajgGjUnHQ&oe=6415EE6D&_nc_sid=6136e7,imagenpreuba16-1.jpg,"Photo by National Geographic on March 10, 2023. May be an image of big cat and nature.",16
,,,,,,"Read the full story at the link in bio.

From gels and pills to implants, the contraceptive choices accessible to most men may soon expand beyond condoms and vasectomies.

Micrograph by D. Phillips, Science Photo Library",714.986 Me gusta,2023-03-10T22:00:10.000Z,https://scontent-mad2-1.cdninstagram.com/v/t51.2885-15/333304146_752065006537214_4985302134652063961_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-mad2-1.cdninstagram.com&_nc_cat=1&_nc_ohc=nVGY4wp_AKQAX89Fe6a&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=MzA1NTY4MTE4ODU3Nzc0MjEwMg%3D%3D.2-ccb7-5&oh=00_AfDSoMXwAQ2HFBfP_BY2gOcrDQEggiTtFuLsvcwaEFi2pA&oe=64168B19&_nc_sid=6136e7,imagenpreuba17-1.jpg,"Photo by National Geographic on March 10, 2023. May be an image of text that says 'Male birth control is advancing. From pills to gels, here's how they work.'.",17
,,,,,,,,,,,,
,,,,,,"Photos by @andrea_frazzetta | Located in northern Ethiopia's Afar Triangle, the Danakil Depression is where three tectonic plates meet. This vast plain is the homeland of the Afar nomads, who live off extracting minerals, namely salt, in one of the most inhospitable places on Earth. Follow @andrea_frazzetta for more images and stories. #Africa #Ethiopia #Danakil",139.032 Me gusta,2023-03-10T12:00:15.000Z,https://scontent-mad2-1.cdninstagram.com/v/t51.2885-15/334750789_3515838121982013_8496797278462643373_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-mad2-1.cdninstagram.com&_nc_cat=109&_nc_ohc=_mNT_1QUnnoAX8gEnnr&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=MzA1NTM3OTIzMDEwNzk0MTEzMQ%3D%3D.2-ccb7-5&oh=00_AfCoSdxCl58_4OgNsAPNiiIwkgKsBWQywMSiN6vRcDhjVQ&oe=6416130D&_nc_sid=6136e7,imagenpreuba19-1.jpg,"Photo by National Geographic on March 10, 2023.",19
,,,,,,"Photos by @andrea_frazzetta | Located in northern Ethiopia's Afar Triangle, the Danakil Depression is where three tectonic plates meet. This vast plain is the homeland of the Afar nomads, who live off extracting minerals, namely salt, in one of the most inhospitable places on Earth. Follow @andrea_frazzetta for more images and stories. #Africa #Ethiopia #Danakil",139.032 Me gusta,2023-03-10T12:00:15.000Z,https://scontent-mad1-1.cdninstagram.com/v/t51.2885-15/334330290_910997083684032_2041594664111409287_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-mad1-1.cdninstagram.com&_nc_cat=100&_nc_ohc=rx9Qd7RVgfUAX8nX9Ut&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=MzA1NTM3OTIxMzg5Mjc0NTY0Mg%3D%3D.2-ccb7-5&oh=00_AfBG4hAkCcRzks9Jeim-mqgFBq_nmu9FIyVBm9hkXObg5g&oe=64152086&_nc_sid=6136e7,imagenpreuba19-2.jpg,"Photo by National Geographic on March 10, 2023. May be an image of 1 person, standing, fire and outdoors.",19
,,,,,,"Photo by @yagazieemezi | Two members of Mavula Sape strike a pose in the trunk of an old taxi in their neighborhood of Mikalu in Brazzaville, Congo. Even without a camera pointed at them, the sapeuses maintain fashionable stances, almost as if they are silently competing with each other. Their individual personas are defined by their unique style and flair, and some are known by their clothing colors, walks, hairstyles, and even exaggerated facial expressions. Mavula Sape is part of SAPE (Société des Ambianceurs et des Personnes Élégantes, or Society of Tastemakers and Elegant People), a subculture that can be traced back to the 1920s, when young men, as a form of protest against French-colonial powers, adopted the clothing of their “masters” and created their own unique styles. While the men, the sapeurs, have gained international recognition over the years with their dapper and colorful suits, the women (sapeuses) were not as well-known despite having embraced the culture for decades. Women supporting women—whether enjoying a spectacle of expression or engaging in local services provided by women—foster independence of spirit and self. | Global #logistics brand @dhl_global is supporting the SheTrades Program, amplifying cultural and social movements across the globe and encouraging female entrepreneurs to play a bigger role in society and the economy. Read more at the link in bio.",38.174 Me gusta,2023-03-09T19:41:52.000Z,https://scontent-mad2-1.cdninstagram.com/v/t51.2885-15/334686653_1442349836642062_7470988569853733089_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-mad2-1.cdninstagram.com&_nc_cat=110&_nc_ohc=diwBFC1JU1oAX9RpTRQ&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=MzA1NDg4Njc5MzU4NjIwNDE5OA%3D%3D.2-ccb7-5&oh=00_AfA0UMZ53V75-RNkrHtAkA5z_k9X-dR8yCOkGyTj2agU8g&oe=6415C994&_nc_sid=6136e7,imagenpreuba21-1.jpg,"Photo by National Geographic on March 09, 2023. May be an image of 2 people, suit and outdoors.",21
,,,,,,"Photo by @brianskerry | Beluga whales swim in shallow water in the Canadian Arctic. They come to an estuary in summertime to rest and play. The whales also rub their bodies on the gravel bottom, using it like a natural loofah to exfoliate their skin. To read the full story on the hidden world of whale culture, go to the link in bio.",125.784 Me gusta,2023-03-09T15:30:12.000Z,https://scontent-mad1-1.cdninstagram.com/v/t51.2885-15/332374610_525027362879093_6484844836381917176_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-mad1-1.cdninstagram.com&_nc_cat=105&_nc_ohc=q9SxdWJRdGUAX97BYG-&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=MzA1NDc2MDEzMDA2NDU4OTA2MA%3D%3D.2-ccb7-5&oh=00_AfAAN2X6-bj_kCxiRkd_Idn2kbjRuQZH9C_v6oTKBte7Cg&oe=6416E72B&_nc_sid=6136e7,imagenpreuba22-1.jpg,"Photo by National Geographic on March 09, 2023. May be an image of outdoors.",22
,,,,,,"Photos by @ismailferdous | Sugar Loaf Dam is a concrete gravity dam just outside of Leadville, Colorado. Completed in the 1960s, the dam was designed to divert water for irrigation, hydroelectric power generation, and municipal and industrial water supply across the eastern slope of the Rocky Mountains. The dam's name comes from Sugarloaf Mountain, which can be seen from the reservoir it created, known as Turquoise Lake, which is also a popular destination for fishing, boating, and other recreational activities. For more stories and pictures follow @ismailferdous.",107.667 Me gusta,2023-03-09T12:00:14.000Z,https://scontent-mad2-1.cdninstagram.com/v/t51.2885-15/333099485_2430749147082130_7283339282047421663_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-mad2-1.cdninstagram.com&_nc_cat=110&_nc_ohc=sWgmSi1WFFsAX-F8aoJ&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=MzA1NDY1NDQyNjM4NDEwNDA0Mg%3D%3D.2-ccb7-5&oh=00_AfB8INoATpjF6jl0K8QC8uzV7WCPAEVI82ZEDV1RDX_ltA&oe=641582CE&_nc_sid=6136e7,imagenpreuba23-1.jpg,"Photo by National Geographic on March 09, 2023. May be an image of 2 people and nature.",23
,,,,,,"Photo by @amivitale | In northern Kenya, Naitemu Letur pushes a jug of water back to her manyatta, or settlement. Worldwide, women and girls spend an estimated 200 million hours daily collecting water, according to UNICEF. This one task robs them of their time and potential. They’re not able to develop their own skills because they must spend all of their free time collecting water. On this International Women’s Day, let’s honor all the accomplishments of women and work toward a world where every woman has the chance to realize her full potential. Follow @amivitale for more stories of our interconnected world. #InternationalWomensDay",71.836 Me gusta,2023-03-08T23:00:11.000Z,https://scontent-mad2-1.cdninstagram.com/v/t51.2885-15/334289244_898132808127200_2738299270359624862_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-mad2-1.cdninstagram.com&_nc_cat=108&_nc_ohc=C1U2_828rXkAX_9zluI&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=MzA1NDI2MTgzNzgxODMzMjU4Ng%3D%3D.2-ccb7-5&oh=00_AfAZisU1R3f-PbmSsbJeLkc6GMSsaFEYuR8dRGcpw-WCQQ&oe=64163AD0&_nc_sid=6136e7,imagenpreuba24-1.jpg,"Photo by National Geographic on March 08, 2023. May be an image of 1 person, standing and outdoors.",24
