pg_direccion,pg_nombre,pg_descripcion,pg_numero_de_publicaciones,pg_seguidores,pg_seguidos,ph_descripcion,ph_likes,ph_fecha,ph_url,ph_nombre,ph_atributos,ph_numerado
,,,,,,"Photo by @stephenwilkes | During a winter scouting trip in Alaska several years ago, I discovered a frozen mountaintop lake. Our helicopter was able to land on it. It was bitter cold, but a truly magical experience seeing untouched glacial ice on a brilliant blue-sky day. The ice displays an endless array of patterns, colors, and textures. This was a detail shot of the ice, which dramatically changed in appearance as a snow gust blew in. Suddenly the scene began to resemble a mountain shot from above, but it's an illusion. To see more from my travels near and far, follow me @stephenwilkes.",77.341 Me gusta,2023-03-14T20:44:17.000Z,https://scontent-mad2-1.cdninstagram.com/v/t51.2885-15/333494355_564271869134787_6478981372176121365_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-mad2-1.cdninstagram.com&_nc_cat=1&_nc_ohc=-KI37hKctIcAX_wlR3i&edm=ACWDqb8BAAAA&ccb=7-5&ig_cache_key=MzA1ODU0MjEzNjA0ODQzMzExOQ%3D%3D.2-ccb7-5&oh=00_AfAZaqpnyQLTGwB0ur7jVYU0g7Xh-NV0pfyngn61N5XlpA&oe=64163094&_nc_sid=1527a3,imagenpreubaH3-2.jpg,"Photo by National Geographic on March 14, 2023. May be an image of nature.",3
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"Photos by @richardbarnes | Since 2019 I've been photographing for a National Geographic story on the repatriation of objects from European and North American museums to the countries that originally created them. For many years now I've been involved in photography in and around museum collections across the globe. I'm interested in how nations or peoples define themselves through their collections and how those collections were obtained, curated, and put on display.

Colonial powers acquired (some would say stole) sacred objects and historical artifacts from African nations as well as from North American Indian tribes for the better part of the 19th and early 20th centuries. Recently, curators, museum directors, politicians, and others have advocated a return of these objects to their ""rightful"" owners, primarily in African nations. I've photographed in Cameroon, Nigeria, Benin, and Kenya, as well as in numerous European and North American museums where these objects have been housed for decades. It's a complex and nuanced story: In many instances it's unclear if the objects that ended up in European and American museums were legally obtained, ""gifted,"" or stolen. In some cases—as with the thousands of Benin Bronzes, which were looted by the British in a punitive raid of 1897—it's clear, but in others it's open to interpretation and not so definitive as to how the objects found their way into European and North American collections.

National Geographic and writer Andrew Curry take on this important story and examine it from all sides in the March edition of the magazine. I am grateful to have been a part of it. Read the full story at the link in bio.",52.297 Me gusta,2023-03-14T13:00:15.000Z,https://scontent-mad2-1.cdninstagram.com/v/t51.2885-15/334843456_1864695360566903_1357877354650320792_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-mad2-1.cdninstagram.com&_nc_cat=1&_nc_ohc=4i78ONPWWy0AX_KQ5sg&edm=ACWDqb8BAAAA&ccb=7-5&ig_cache_key=MzA1ODMwODUwNjA0ODEzNDIwMw%3D%3D.2-ccb7-5&oh=00_AfCtxB3ydZIx-fBqTVVE81kg5VE9JRDZvr3qhnirveV7Fw&oe=641784E4&_nc_sid=1527a3,imagenpreubaH5-1.jpg,"Photo by National Geographic on March 14, 2023. May be an image of 5 people and outdoors.",5
,,,,,,"Photos by @richardbarnes | Since 2019 I've been photographing for a National Geographic story on the repatriation of objects from European and North American museums to the countries that originally created them. For many years now I've been involved in photography in and around museum collections across the globe. I'm interested in how nations or peoples define themselves through their collections and how those collections were obtained, curated, and put on display.

Colonial powers acquired (some would say stole) sacred objects and historical artifacts from African nations as well as from North American Indian tribes for the better part of the 19th and early 20th centuries. Recently, curators, museum directors, politicians, and others have advocated a return of these objects to their ""rightful"" owners, primarily in African nations. I've photographed in Cameroon, Nigeria, Benin, and Kenya, as well as in numerous European and North American museums where these objects have been housed for decades. It's a complex and nuanced story: In many instances it's unclear if the objects that ended up in European and American museums were legally obtained, ""gifted,"" or stolen. In some cases—as with the thousands of Benin Bronzes, which were looted by the British in a punitive raid of 1897—it's clear, but in others it's open to interpretation and not so definitive as to how the objects found their way into European and North American collections.

National Geographic and writer Andrew Curry take on this important story and examine it from all sides in the March edition of the magazine. I am grateful to have been a part of it. Read the full story at the link in bio.",52.297 Me gusta,2023-03-14T13:00:15.000Z,https://scontent-mad2-1.cdninstagram.com/v/t51.2885-15/335762488_1183733862312324_4865111072316045637_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-mad2-1.cdninstagram.com&_nc_cat=1&_nc_ohc=IP9Y7DzJKJcAX9K6RUn&edm=ACWDqb8BAAAA&ccb=7-5&ig_cache_key=MzA1ODMwODUwNTU4NjY0NzY5OA%3D%3D.2-ccb7-5&oh=00_AfBM_2KlfvhhcLIhMMzIYnKGb5px6X8ej5AAyj7QMnqy0w&oe=64173E90&_nc_sid=1527a3,imagenpreubaH5-2.jpg,"Photo by National Geographic on March 14, 2023.",5
,,,,,,"Photos by @richardbarnes | Since 2019 I've been photographing for a National Geographic story on the repatriation of objects from European and North American museums to the countries that originally created them. For many years now I've been involved in photography in and around museum collections across the globe. I'm interested in how nations or peoples define themselves through their collections and how those collections were obtained, curated, and put on display.

Colonial powers acquired (some would say stole) sacred objects and historical artifacts from African nations as well as from North American Indian tribes for the better part of the 19th and early 20th centuries. Recently, curators, museum directors, politicians, and others have advocated a return of these objects to their ""rightful"" owners, primarily in African nations. I've photographed in Cameroon, Nigeria, Benin, and Kenya, as well as in numerous European and North American museums where these objects have been housed for decades. It's a complex and nuanced story: In many instances it's unclear if the objects that ended up in European and American museums were legally obtained, ""gifted,"" or stolen. In some cases—as with the thousands of Benin Bronzes, which were looted by the British in a punitive raid of 1897—it's clear, but in others it's open to interpretation and not so definitive as to how the objects found their way into European and North American collections.

National Geographic and writer Andrew Curry take on this important story and examine it from all sides in the March edition of the magazine. I am grateful to have been a part of it. Read the full story at the link in bio.",52.297 Me gusta,2023-03-14T13:00:15.000Z,https://scontent-mad2-1.cdninstagram.com/v/t51.2885-15/334821101_5530065840432416_502079273186653056_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-mad2-1.cdninstagram.com&_nc_cat=108&_nc_ohc=7O7SENFMONQAX-jdfTU&edm=ACWDqb8BAAAA&ccb=7-5&ig_cache_key=MzA1ODMwODUxNDQ2MTg2NjExNw%3D%3D.2-ccb7-5&oh=00_AfAhXPkQJnzDoIr_a1VjKFe0cBWP08_pBkgN_rV8NvzQPQ&oe=6416FDF3&_nc_sid=1527a3,imagenpreubaH5-3.jpg,"Photo by National Geographic on March 14, 2023. May be an image of 2 people, people standing and outdoors.",5
,,,,,,,,,,,,
,,,,,,"Photo by @celestesloman | American textile artist Bisa Butler sits for a portrait at her studio in New Jersey. In celebration of Women's History Month, I photographed Butler—who created a new genre of portraiture in quilting—for National Geographic. #WomensHistoryMonth",49.942 Me gusta,2023-03-14T01:00:13.000Z,https://scontent-mad2-1.cdninstagram.com/v/t51.2885-15/335808754_1233983920848138_2735245802446823582_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-mad2-1.cdninstagram.com&_nc_cat=1&_nc_ohc=sWGv6o7edPwAX_3wK7q&edm=ACWDqb8BAAAA&ccb=7-5&ig_cache_key=MzA1Nzk0NjEzNTg0MzU4Nzc1MA%3D%3D.2-ccb7-5&oh=00_AfA1LvsqEU5tY85OopdEHXVQm3awUAAcG_oQuV0M_V7Ujw&oe=6417986F&_nc_sid=1527a3,imagenpreubaH6-1.jpg,"Photo shared by National Geographic on March 13, 2023 tagging @bisabutler. May be an image of 2 people and indoor.",6
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"Read the full story at the link in bio.

Unlike the movie, the real-life cocaine bear didn't go on a coke-fueled rampage, but it did consume a fatal amount of cocaine left in the woods by smugglers.

Photograph of an American black bear eating dandelions by Barrett Hedges, Nat Geo Image Collection",377.356 Me gusta,2023-03-13T17:00:10.000Z,https://scontent-mad2-1.cdninstagram.com/v/t51.2885-15/334827137_773056871104338_8901491225161623806_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-mad2-1.cdninstagram.com&_nc_cat=1&_nc_ohc=cotZna1R7TUAX-KWbDG&edm=ACWDqb8BAAAA&ccb=7-5&ig_cache_key=MzA1NzcwNDUyNDg1NzU5OTA3MQ%3D%3D.2-ccb7-5&oh=00_AfCWu9XOJk0MxswgCuWSctg4KaVNtS9B3n3aK76XC0r84g&oe=6416CE83&_nc_sid=1527a3,imagenpreubaH8-1.jpg,"Photo by National Geographic on March 13, 2023. May be an image of outdoors and text that says 'Yes, there was a real ""Cocaine Bear."" But the true story is no laughing matter.'.",8
,,,,,,,,,,,,
,,,,,,"Photos by Muhammed Muheisen @mmuheisen | Evening falls over a canal in Amsterdam. For more photos and videos from different parts of the world, follow me @mmuheisen and @mmuheisenpublic. #MuhammedMuheisen #Amsterdam #Netherlands",115.057 Me gusta,2023-03-13T13:00:19.000Z,https://scontent-mad2-1.cdninstagram.com/v/t51.2885-15/332680114_1134015481329351_1054784176604568877_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-mad2-1.cdninstagram.com&_nc_cat=1&_nc_ohc=RCpMN7EGnPAAX8KFQQG&edm=ACWDqb8BAAAA&ccb=7-5&ig_cache_key=MzA1NzU4Mzc5NzUwNDIwMzYxOQ%3D%3D.2-ccb7-5&oh=00_AfBwTrERGa2UXncruG0nq2FD71MrGaASkcifRKY4gpVCpg&oe=6416552E&_nc_sid=1527a3,imagenpreubaH9-1.jpg,"Photo by National Geographic on March 13, 2023. May be an image of body of water.",9
,,,,,,,,,,,,
,,,,,,"Photo by @jasperdoest | An Anatolian leopard, an endangered species native to the Iranian plateau whose territory spans more than 40 square kilometers (15 sq mi), now inhabits a small zoo enclosure in Duhok, Iraq. This animal, with an estimated wild population of only a thousand, lost one of its hind legs after getting caught in a wolf trap placed by mountain shepherds trying to protect their herds.

Despite the IUCN’s recommendation that the leopard be relocated to a larger facility in Europe as part of a breeding program, the government has deemed it the property of Iraq, and the animal has been unable to receive the resources it needs for full rehabilitation. The leopard’s growl of distress speaks volumes—a heartbreaking reminder of the consequences of human intervention and the urgent need to protect the dwindling population of threatened species. Follow me @jasperdoest for more on the relationship between humankind and nature. #leopard #endangeredspecies #humananimalbond",102.228 Me gusta,2023-03-13T00:00:11.000Z,https://scontent-mad2-1.cdninstagram.com/v/t51.2885-15/332920991_885974519353144_3041302157722269351_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-mad2-1.cdninstagram.com&_nc_cat=1&_nc_ohc=TEEuKuy5ba0AX9AUDrc&edm=ACWDqb8BAAAA&ccb=7-5&ig_cache_key=MzA1NzE5MTE0Nzk4NjQ2ODU1MA%3D%3D.2-ccb7-5&oh=00_AfDdTcHuzS2UodfnjzrwKc9Sn3j57WX-KOgvLkMiRXy3Mg&oe=6417371C&_nc_sid=1527a3,imagenpreubaH10-1.jpg,"Photo by National Geographic on March 12, 2023. May be an image of big cat.",10
,,,,,,,,,,,,
,,,,,,"Photo by @babaktafreshi | In 2009, on a peaceful starry night in a remote village in Iran's southeastern Sistan and Baluchestan Province, this group, well past their bedtime, was curious to see what I was doing out here in the dark—I photograph the night sky. I'm also originally from Iran. In the past few months, people in this province lost their lives while standing up for freedom against security forces that used snipers and warfare on unarmed protestors. Human rights agencies estimated that 70 children under the age of 18 have been killed in the nationwide protests that began in the wake of the death of Mahsa Amini. The UN Human Rights Council has launched an investigation into allegations around the deaths as well as the torture of protesters and missing persons.",127.035 Me gusta,2023-03-12T19:00:12.000Z,https://scontent-mad2-1.cdninstagram.com/v/t51.2885-15/335975985_787258838916952_6847637444235075683_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-mad2-1.cdninstagram.com&_nc_cat=1&_nc_ohc=glaQEvcTB10AX_Fe1v5&edm=ACWDqb8BAAAA&ccb=7-5&ig_cache_key=MzA1NzA0MDE1NjIwNTU5MjE2OQ%3D%3D.2-ccb7-5&oh=00_AfCAcHvst1xiXvl35dMAP0wkTWReCZj_VEn5tvzfJCk8Bw&oe=6417A9E3&_nc_sid=1527a3,imagenpreubaH11-1.jpg,"Photo by National Geographic on March 12, 2023. May be an image of 9 people, people standing and sky.",11
,,,,,,,,,,,,
,,,,,,"Photo by @paoloverzone | A team of geneticists headed by Yehia Gad collects DNA sampling from the mummy of an unidentified boy in the tomb of Pharaoh Amenhotep II. A pioneer in the DNA analysis of ancient mummies, Gad is studying samples from King Tutankhamun and his extended family, looking for clues to their ancestral links and genetic maladies. Follow @paoloverzone for more images and stories. Read the full article in the link in bio.",165.519 Me gusta,2023-03-12T16:00:12.000Z,https://scontent-mad2-1.cdninstagram.com/v/t51.2885-15/334844988_110035618703752_8939120213057774530_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-mad2-1.cdninstagram.com&_nc_cat=1&_nc_ohc=rEFpNeIa3nkAX8K7uOe&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=MzA1Njk0OTU0OTA2MzE0Mzc0Mg%3D%3D.2-ccb7-5&oh=00_AfDKXY5uSrHnJPxgclUMmYZa79c3ux-8dkkWs6HWYzuVkQ&oe=64172408&_nc_sid=6136e7,imagenpreubaH12-1.jpg,"Photo by National Geographic on March 12, 2023.",12
,,,,,,,,,,,,
,,,,,,"Photo by @kiliiiyuyan | A young guanaco—also known as a chulengo—greets its mother while tasting the air with its lips withdrawn. A South American relative of the camel, guanacos gestate for an entire year, then stay with their mother for another. That two-year commitment to its chulengo is one of the longest in the animal world and is a mother’s gift of survival to its offspring. Follow me, @kiliiiyuyan, for more love between the human-animal worlds.",101.044 Me gusta,2023-03-12T11:00:13.000Z,https://scontent-mad1-1.cdninstagram.com/v/t51.2885-15/334685495_232547309334243_8386556935825421049_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-mad1-1.cdninstagram.com&_nc_cat=103&_nc_ohc=6pw1RdxydnAAX-ozmJY&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=MzA1Njc5ODU3ODI1MzYwMjIyNg%3D%3D.2-ccb7-5&oh=00_AfBkLcJP1maafBCc333xT9YmbDEycN-BDYKn9KDtbfIlxA&oe=64166114&_nc_sid=6136e7,imagenpreubaH13-1.jpg,"Photo by National Geographic on March 12, 2023. May be an image of animal and nature.",13
,,,,,,,,,,,,
,,,,,,"Photo by @michaelchristopherbrown | Trekkers head back from a waterfall-soaked adventure inside Kahuzi-Biega National Park, located in the Democratic Republic of the Congo. Named for its two extinct volcanoes, the park is home to a population of 250 protected eastern lowland gorillas—believed to be the last remaining. Gorilla trekking is the prime draw at the park; the area also hosts a chimpanzee habituation program at Lwiro Sanctuary as well as bird watching activities. The park is home to over 349 species, with 42 endemic to the region. Follow me at @michaelchristopherbrown for more stories from around the world.",169.905 Me gusta,2023-03-12T01:00:11.000Z,https://scontent-mad1-1.cdninstagram.com/v/t51.2885-15/335745559_229639569426713_423829125021098829_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-mad1-1.cdninstagram.com&_nc_cat=105&_nc_ohc=zXWLmc8tG2AAX8Vnl-_&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=MzA1NjQ5NjU3NTQwNDY0Mjc4Mw%3D%3D.2-ccb7-5&oh=00_AfCWs4cZr9HWl53B1A_K3y_WMPcgVsdMyCPtpBq6DAdNyA&oe=64176F1E&_nc_sid=6136e7,imagenpreubaH14-1.jpg,"Photo by National Geographic on March 11, 2023. May be an image of 6 people, waterfall and nature.",14
,,,,,,,,,,,,
